Label,EC,Type,StartingConc,Conc,Mechanisms,Parameters,Species,Relative
Arsenate reductase (glutathione/glutaredoxin),1.20.4.1,Enzyme,0.000547904,,,,Escherichia coli,rel0
"Udp-n-acetylmuramoyl-l-alanyl-d-glutamate-2,6-diaminopimelate ligase",6.3.2.13,Enzyme,0.000547904,,,,Escherichia coli,rel0
Peptide-methionine (r)-s-oxide reductase,1.8.4.12,Enzyme,0.000730539,,,,Escherichia coli,rel0
Thiosulfate sulfurtransferase,2.8.1.1,Enzyme,0.000730539,,,,Escherichia coli,rel0
Alanine racemase,5.1.1.1,Enzyme,0.000365269,,,,Escherichia coli,rel0
Hydroxymethylbilane synthase,2.5.1.61,Enzyme,0.000182635,,,,Escherichia coli,rel0
Glutathione transferase,2.5.1.18,Enzyme,0.000365269,,,,Escherichia coli,rel0
Alcohol dehydrogenase,1.1.1.1,Enzyme,0.000365269,,,,Escherichia coli,rel0
Uroporphyrinogen decarboxylase,4.1.1.37,Enzyme,0,,,,Escherichia coli,rel0
WP_000397372.1,2.10.1.1,Enzyme,0,,,,Escherichia coli,rel0
Pyridoxine 5'-phosphate synthase,2.6.99.2,Enzyme,0.000365269,,,,Escherichia coli,rel0
Threonine synthase,4.2.3.1,Enzyme,0.000182635,,,,Escherichia coli,rel0
Orotate phosphoribosyltransferase,2.4.2.10,Enzyme,0.000182635,,,,Escherichia coli,rel0
Glucose-1-phosphate thymidylyltransferase,2.7.7.24,Enzyme,0.000730539,,,,Escherichia coli,rel0
6-phospho-beta-glucosidase,3.2.1.86,Enzyme,0.000365269,,,,Escherichia coli,rel0
Histidinol dehydrogenase,1.1.1.23,Enzyme,0.000182635,,,,Escherichia coli,rel0
Udp-n-acetylmuramoyl-l-alanine-d-glutamate ligase,6.3.2.9,Enzyme,0.000547904,,,,Escherichia coli,rel0
Dihydrofolate synthase,6.3.2.12,Enzyme,0.000182635,,,,Escherichia coli,rel0
WP_001166395.1,1.17.7.4,Enzyme,0.000547904,,,,Escherichia coli,rel0
WP_001219792.1,6.3.2.45,Enzyme,0.000365269,,,,Escherichia coli,rel0
Pyrroline-5-carboxylate reductase,1.5.1.2,Enzyme,0.000365269,,,,Escherichia coli,rel0
"Dtdp-4-dehydrorhamnose 3,5-epimerase",5.1.3.13,Enzyme,0.000365269,,,,Escherichia coli,rel0
Deoxyribose-phosphate aldolase,4.1.2.4,Enzyme,0.000182635,,,,Escherichia coli,rel0
L-methionine (r)-s-oxide reductase,1.8.4.14,Enzyme,0.000365269,,,,Escherichia coli,rel0
WP_000072420.1,1.6.5.10,Enzyme,0.000182635,,,,Escherichia coli,rel0
N-acetyl-gamma-glutamyl-phosphate reductase,1.2.1.38,Enzyme,0.000730539,,,,Escherichia coli,rel0
Udp-n-acetylmuramoyl-tripeptide-d-alanyl-d-alanine ligase,6.3.2.10,Enzyme,0.000182635,,,,Escherichia coli,rel0
Aromatic-amino-acid transaminase,2.6.1.57,Enzyme,0.000730539,,,,Escherichia coli,rel0
WP_000715216.1,5.3.4.1,Enzyme,0.000365269,,,,Escherichia coli,rel0
Lipoyl synthase,2.8.1.8,Enzyme,0.000913174,,,,Escherichia coli,rel0
N-acetylmuramic acid 6-phosphate etherase,4.2.1.126,Enzyme,0.000365269,,,,Escherichia coli,rel0
Dtmp kinase,2.7.4.9,Enzyme,0.000547904,,,,Escherichia coli,rel0
Aspartate carbamoyltransferase,2.1.3.2,Enzyme,0.000365269,,,,Escherichia coli,rel0
WP_000568432.1,3.4.19.5,Enzyme,0.000730539,,,,Escherichia coli,rel0
Sugar-phosphatase,3.1.3.23,Enzyme,0.000547904,,,,Escherichia coli,rel0
Uridine nucleosidase,3.2.2.3,Enzyme,0.000365269,,,,Escherichia coli,rel0
WP_001174737.1,3.6.1.66,Enzyme,0.000182635,,,,Escherichia coli,rel0
WP_000827411.1,3.1.26.12,Enzyme,0.000182635,,,,Escherichia coli,rel0
"3,4-dihydroxy-2-butanone-4-phosphate synthase",4.1.99.12,Enzyme,0.000547904,,,,Escherichia coli,rel0
WP_000940019.1,2.1.1.200,Enzyme,0.000365269,,,,Escherichia coli,rel0
Gtp cyclohydrolase i,3.5.4.16,Enzyme,0,,,,Escherichia coli,rel0
S-(hydroxymethyl)glutathione dehydrogenase,1.1.1.284,Enzyme,0.000365269,,,,Escherichia coli,rel0
Aspartate 1-decarboxylase,4.1.1.11,Enzyme,0.000365269,,,,Escherichia coli,rel0
D-lactate dehydrogenase,1.1.1.28,Enzyme,0.000365269,,,,Escherichia coli,rel0
Trna nucleotidyltransferase,2.7.7.56,Enzyme,0,,,,Escherichia coli,rel0
Agmatinase,3.5.3.11,Enzyme,0.000730539,,,,Escherichia coli,rel0
Dctp deaminase,3.5.4.13,Enzyme,0.000182635,,,,Escherichia coli,rel0
Utp-glucose-1-phosphate uridylyltransferase,2.7.7.9,Enzyme,0.000365269,,,,Escherichia coli,rel0
Ribonucleoside-triphosphate reductase (thioredoxin),1.17.4.2,Enzyme,0,,,,Escherichia coli,rel0
Sulfate adenylyltransferase,2.7.7.4,Enzyme,0.000182635,,,,Escherichia coli,rel0
WP_001124935.1,3.1.11.6,Enzyme,0.000730539,,,,Escherichia coli,rel0
WP_000809262.1,2.1.1.198,Enzyme,0,,,,Escherichia coli,rel0
"3'(2'),5'-bisphosphate nucleotidase",3.1.3.7,Enzyme,0.000365269,,,,Escherichia coli,rel0
Trna (guanine46-n7)-methyltransferase,2.1.1.33,Enzyme,0.000182635,,,,Escherichia coli,rel0
3-deoxy-manno-octulosonate cytidylyltransferase,2.7.7.38,Enzyme,0.000547904,,,,Escherichia coli,rel0
WP_000049367.1,2.8.4.4,Enzyme,0.000365269,,,,Escherichia coli,rel0
WP_001045520.1,2.1.1.186,Enzyme,0.000365269,,,,Escherichia coli,rel0
WP_000089698.1,5.4.99.25,Enzyme,0.000365269,,,,Escherichia coli,rel0
Udp-n-acetylmuramate-l-alanine ligase,6.3.2.8,Enzyme,0.000182635,,,,Escherichia coli,rel0
WP_001139294.1,2.3.1.191,Enzyme,0.000182635,,,,Escherichia coli,rel0
Glucose-1-phosphatase,3.1.3.10,Enzyme,0.000547904,,,,Escherichia coli,rel0
WP_001016666.1,1.3.1.98,Enzyme,0,,,,Escherichia coli,rel0
Aminoacyl-trna hydrolase,3.1.1.29,Enzyme,0.000365269,,,,Escherichia coli,rel0
Chorismate synthase,4.2.3.5,Enzyme,0.000365269,,,,Escherichia coli,rel0
Histidinol-phosphate transaminase,2.6.1.9,Enzyme,0,,,,Escherichia coli,rel0
WP_000068457.1,5.1.99.7,Enzyme,0.000365269,,,,Escherichia coli,rel0
Dihydroorotase,3.5.2.3,Enzyme,0.000547904,,,,Escherichia coli,rel0
Pyridoxal kinase,2.7.1.35,Enzyme,0.000365269,,,,Escherichia coli,rel0
3-deoxy-manno-octulosonate-8-phosphatase,3.1.3.45,Enzyme,0.000365269,,,,Escherichia coli,rel0
Methylglyoxal synthase,4.2.3.3,Enzyme,0.000365269,,,,Escherichia coli,rel0
5'-nucleotidase,3.1.3.5,Enzyme,0,,,,Escherichia coli,rel0
Gluconokinase,2.7.1.12,Enzyme,0.000182635,,,,Escherichia coli,rel0
WP_000543586.1,1.17.1.8,Enzyme,0.000365269,,,,Escherichia coli,rel0
3-phosphoshikimate 1-carboxyvinyltransferase,2.5.1.19,Enzyme,0.000365269,,,,Escherichia coli,rel0
Ferroxidase,1.16.3.1,Enzyme,0,,,,Escherichia coli,rel0
WP_001295704.1,2.1.1.298,Enzyme,0.000730539,,,,Escherichia coli,rel0
WP_000880195.1,4.3.2.10,Enzyme,0.000730539,,,,Escherichia coli,rel0
Phosphoadenylyl-sulfate reductase (thioredoxin),1.8.4.8,Enzyme,0.000913174,,,,Escherichia coli,rel0
3-methyl-2-oxobutanoate hydroxymethyltransferase,2.1.2.11,Enzyme,0.000182635,,,,Escherichia coli,rel0
Glutamate 5-kinase,2.7.2.11,Enzyme,0.000182635,,,,Escherichia coli,rel0
WP_001293282.1,2.1.1.185,Enzyme,0.000182635,,,,Escherichia coli,rel0
WP_000116297.1,2.1.1.191,Enzyme,0.000182635,,,,Escherichia coli,rel0
Nicotinate-nucleotide diphosphorylase (carboxylating),2.4.2.19,Enzyme,0.000365269,,,,Escherichia coli,rel0
16s rrna (guanine1207-n2)-methyltransferase,2.1.1.172,Enzyme,0.000365269,,,,Escherichia coli,rel0
WP_000444361.1,2.4.1.25,Enzyme,0.000182635,,,,Escherichia coli,rel0
Demethylmenaquinone methyltransferase,2.1.1.163,Enzyme,0.000365269,,,,Escherichia coli,rel0
All-trans-octaprenyl-diphosphate synthase,2.5.1.90,Enzyme,0.000182635,,,,Escherichia coli,rel0
Biotin synthase,2.8.1.6,Enzyme,0,,,,Escherichia coli,rel0
Dtdp-4-dehydrorhamnose reductase,1.1.1.133,Enzyme,0.000182635,,,,Escherichia coli,rel0
WP_000932839.1,2.1.1.170,Enzyme,0.000182635,,,,Escherichia coli,rel0
"2',3'-cyclic-nucleotide 2'-phosphodiesterase",3.1.4.16,Enzyme,0.000730539,,,,Escherichia coli,rel0
WP_001092082.1,3.4.16.4,Enzyme,0.000182635,,,,Escherichia coli,rel0
Homoserine dehydrogenase,1.1.1.3,Enzyme,0,,,,Escherichia coli,rel0
Phosphoribosylformylglycinamidine cyclo-ligase,6.3.3.1,Enzyme,0,,,,Escherichia coli,rel0
Amp nucleosidase,3.2.2.4,Enzyme,0.000365269,,,,Escherichia coli,rel0
WP_001213584.1,3.1.3.104,Enzyme,0,,,,Escherichia coli,rel0
Isocitrate dehydrogenase (nadp+),1.1.1.42,Enzyme,0.010227545,,,,Escherichia coli,rel0
L-serine ammonia-lyase,4.3.1.17,Enzyme,0.0366,,,,Dictyostelium discoideum,rel0
Pyruvate carboxylase,6.4.1.1,Enzyme,0.0488,,,,Rhizobium etli,rel0
Formate dehydrogenase,1.17.1.9,Enzyme,0.0122,,,,Starkeya novella,rel0
