id,name,bigg,rhea,ec,kegg,transporter,exchange,no id
R_IPDDI,Isopentenyl-diphosphate D-isomerase,IPDDI,"['23286', '23287', '23285', '23284']",['5.3.3.2'],['R01123'],FALSE,FALSE,FALSE
R_IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),IPDPS,,['1.17.1.2'],,FALSE,FALSE,FALSE
R_IPMD,3-isopropylmalate dehydrogenase,IPMD,"['10894', '10893', '10895', '10892']",['1.1.1.85'],['R04426'],FALSE,FALSE,FALSE
R_IPPMIa,3-isopropylmalate dehydratase,IPPMIa,"['10679', '10677', '10678', '10676']",['4.2.1.33'],['R04001'],FALSE,FALSE,FALSE
R_IPPMIb,2-isopropylmalate hydratase,IPPMIb,"['16293', '16295', '16296', '16294']",['4.2.1.33'],['R03968'],FALSE,FALSE,FALSE
R_IPPS,2-isopropylmalate synthase,IPPS,"['21527', '21525', '21524', '21526']",['2.3.3.13'],['R01213'],FALSE,FALSE,FALSE
R_LACZ,B-galactosidase,LACZ,"['10077', '10078', '10076', '10079']","['3.2.1.23', '3.2.1.108']","['R06114', 'R01100']",FALSE,FALSE,FALSE
R_LCADi_copy1,Lactaldehyde dehydrogenase,LCADi,"['14279', '14277', '14278', '14280']",['1.2.1.22'],['R01446'],FALSE,FALSE,FALSE
R_KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",KARA1,"['22070', '22068', '22069', '22071']","['1.1.1.86', '1.1.1.383']",['R04439'],FALSE,FALSE,FALSE
R_LCADi_copy2,Lactaldehyde dehydrogenase,LCADi,"['14279', '14277', '14278', '14280']",['1.2.1.22'],['R01446'],FALSE,FALSE,FALSE
R_LCARS,"Lacaldehyde reductase (S-propane-1,2-diol forming)",LCARS,"['15936', '15935', '15933', '15934']",['1.1.1.77'],['R02258'],FALSE,FALSE,FALSE
R_MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,MEPCT,"['13430', '13429', '13432', '13431']",['2.7.7.60'],['R05633'],FALSE,FALSE,FALSE
R_LDH_D,D-lactate dehydrogenase,LDH_D,"['16370', '16371', '16372', '16369']",['1.1.1.28'],['R00704'],FALSE,FALSE,FALSE
R_LDH_D2,D-lactate dehydrogenase,LDH_D2,"['29081', '29080', '29082', '29079']",,,FALSE,FALSE,FALSE
R_LEUTAi,Leucine transaminase (irreversible),LEUTAi,"['18323', '18324', '18321', '18322']","['2.6.1.42', '2.6.1.6', '2.6.1.67']",['R01090'],FALSE,FALSE,FALSE
R_METAT,Methionine adenosyltransferase,METAT,"['21082', '21081', '21080', '21083']",['2.5.1.6'],['R00177'],FALSE,FALSE,FALSE
R_METS_1,Methionine synthase,METS_1,"['11173', '11175', '11174', '11172']",['2.1.1.13'],['R00946'],FALSE,FALSE,FALSE
R_LGTHL,Lactoylglutathione lyase,LGTHL,"['19071', '19072', '19069', '19070']",['4.4.1.5'],['R02530'],FALSE,FALSE,FALSE
R_LPADSS,Lipid A disaccaride synthase,LPADSS,"['22668', '22669', '22671', '22670']",['2.4.1.182'],['R04606'],FALSE,FALSE,FALSE
R_MGSA,Methylglyoxal synthase,MGSA,"['17939', '17938', '17937', '17940']",['4.2.3.3'],['R01016'],FALSE,FALSE,FALSE
R_MI1PP,Myo-inositol 1-phosphatase,MI1PP,"['27670', '27671', '27672', '27673']",['3.1.3.25'],['R01185'],FALSE,FALSE,FALSE
R_MICITDr,2-methylisocitrate dehydratase,MICITDr,"['17943', '17944', '17942', '17941']",['4.2.1.99'],['R04425'],FALSE,FALSE,FALSE
R_MLTG1,Maltodextrin glucosidase (maltotriose),MLTG1,,['3.2.1.20'],,FALSE,FALSE,FALSE
R_MLTG3,Maltodextrin glucosidase (maltopentaose),MLTG3,,"['3.2.1.20', '3.2.1.74']",,FALSE,FALSE,FALSE
R_MLTG4,Maltodextrin glucosidase (maltohexaose),MLTG4,,['3.2.1.20'],,FALSE,FALSE,FALSE
R_MLTG5,Maltodextrin glucosidase (maltoheptaose),MLTG5,,['3.2.1.20'],,FALSE,FALSE,FALSE
R_LYSDC,Lysine decarboxylase,LYSDC,"['22353', '22354', '22352', '22355']",['4.1.1.18'],['R00462'],FALSE,FALSE,FALSE
R_MLTP1,Maltodextrin phosphorylase (maltopentaose),MLTP1,"['29650', '29647', '29648', '29649']",['2.4.1.1'],,FALSE,FALSE,FALSE
R_MLTP2,Maltodextrin phosphorylase (maltohexaose),MLTP2,"['29683', '29684', '29686', '29685']",['2.4.1.1'],,FALSE,FALSE,FALSE
R_MLTP3,Maltodextrin phosphorylase (maltoheptaose),MLTP3,,['2.4.1.1'],,FALSE,FALSE,FALSE
R_MMCD,Methylmalonyl-CoA decarboxylase,MMCD,"['21398', '21397', '21399', '21396']","['4.1.1.9', '4.1.1.41']",['R00923'],FALSE,FALSE,FALSE
R_MME,Methylmalonyl-CoA epimerase,MME,"['20556', '20555', '20554', '20553']",['5.1.99.1'],['R02765'],FALSE,FALSE,FALSE
R_L_LACD2,L-Lactate dehydrogenase (ubiquinone),L_LACD2,,['1.1.2.3'],,FALSE,FALSE,FALSE
R_L_LACD3,L-Lactate dehydrogenase (menaquinone),L_LACD3,,['1.1.2.3'],,FALSE,FALSE,FALSE
R_M1PD,Mannitol-1-phosphate 5-dehydrogenase,M1PD,"['19664', '19663', '19661', '19662']",['1.1.1.17'],['R02703'],FALSE,FALSE,FALSE
R_MACPD,Malonyl-ACP decarboxylase,MACPD,,"['2.3.1', '4.1.1.87']",['R09482'],FALSE,FALSE,FALSE
R_MALS,Malate synthase,MALS,"['18181', '18182', '18184', '18183']",['2.3.3.9'],['R00472'],FALSE,FALSE,FALSE
R_MMM2,Methylmalonyl-CoA mutase,MMM2,"['22891', '22888', '22890', '22889']",['5.4.99.2'],['R00833'],FALSE,FALSE,FALSE
R_MNNH,D-mannonate hydrolyase,MNNH,"['20098', '20097', '20100', '20099']",['4.2.1.8'],['R05606'],FALSE,FALSE,FALSE
R_MOAT,3-deoxy-D-manno-octulosonic acid transferase,MOAT,"['28067', '28068', '28066', '28069']",['2.4.99.12'],['R04658'],FALSE,FALSE,FALSE
R_MOAT2,3-deoxy-D-manno-octulosonic acid transferase,MOAT2,"['28063', '28062', '28065', '28064']",['2.4.99.13'],"['R05074', 'R06285']",FALSE,FALSE,FALSE
R_MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,MOHMT,"['11824', '11827', '11825', '11826']",['2.1.2.11'],['R01226'],FALSE,FALSE,FALSE
R_MTAN,Methylthioadenosine nucleosidase,MTAN,"['13620', '13619', '13617', '13618']","['3.2.2.9', '3.2.2.16']",['R01401'],FALSE,FALSE,FALSE
R_MTHFC_1,Methenyltetrahydrofolate cyclohydrolase,MTHFC_1,"['23701', '23700', '23702', '23703']","['3.5.4.9', '1.5.1.15']",['R01655'],FALSE,FALSE,FALSE
R_MTHFD_1,Methylenetetrahydrofolate dehydrogenase (NADP),MTHFD_1,"['22814', '22813', '22815', '22812']",['1.5.1.5'],['R01220'],FALSE,FALSE,FALSE
R_MTHFR2_1,"5,10-methylenetetrahydrofolate reductase (NADH)",MTHFR2_1,"['19822', '19823', '19821', '19824']",['1.5.1.20'],['R07168'],FALSE,FALSE,FALSE
R_MTRI,5-methylthioribose-1-phosphate isomerase,MTRI,"['19991', '19992', '19990', '19989']",['5.3.1.23'],['R04420'],FALSE,FALSE,FALSE
R_MTRK,5-methylthioribose kinase,MTRK,"['22315', '22312', '22314', '22313']",['2.7.1.100'],['R04143'],FALSE,FALSE,FALSE
R_MAN1PT2,Mannose-1-phosphate guanylyltransferase (GDP),MAN1PT2,"['12906', '12908', '12907', '12905']",['2.7.7.22'],['R00883'],FALSE,FALSE,FALSE
R_MAN6PI,Mannose-6-phosphate isomerase,MAN6PI,,['5.3.1.8'],['R01819'],FALSE,FALSE,FALSE
R_NACODA,N-acetylornithine deacetylase,NACODA,"['30505', '30503', '30504', '30506']",,,FALSE,FALSE,FALSE
R_NADDP,NAD diphosphatase,NADDP,"['11802', '11800', '11801', '11803']","['3.6.1.22', '3.6.1.9']",['R00103'],FALSE,FALSE,FALSE
R_NADDPe,NAD diphosphatase (extracellular),NADDPe,"['11802', '11800', '11801', '11803']","['3.6.1.22', '3.6.1.9']",['R00103'],FALSE,FALSE,FALSE
R_NADH10,NADH dehydrogenase (menaquinone-8 & 0 protons),NADH10,"['29243', '29246', '29244', '29245']",,,FALSE,FALSE,FALSE
R_NADH5,NADH dehydrogenase (ubiquinone-8 ),NADH5,"['29109', '29107', '29108', '29110']",,,FALSE,FALSE,FALSE
R_MANAO,Mannonate oxidoreductase,MANAO,"['15729', '15732', '15731', '15730']",['1.1.1.57'],['R02454'],FALSE,FALSE,FALSE
R_MCITD,2-methylcitrate dehydratase,MCITD,"['17725', '17728', '17726', '17727']",['4.2.1.79'],['R04424'],FALSE,FALSE,FALSE
R_MCITL2,Methylisocitrate lyase,MCITL2,"['16812', '16811', '16810', '16809']",['4.1.3.30'],['R00409'],FALSE,FALSE,FALSE
R_MCITS,2-methylcitrate synthase,MCITS,"['23781', '23780', '23783', '23782']",['2.3.3.5'],['R00931'],FALSE,FALSE,FALSE
R_MCOATA,Malonyl-CoA-ACP transacylase,MCOATA,,"['2.3.1.85', '2.3.1.86', '2.3.1.0', '2.3.1.39', '2.3.1.-']",['R01626'],FALSE,FALSE,FALSE
R_MDH,Malate dehydrogenase,MDH,"['21432', '21433', '21434', '21435']","['1.1.1.37', '1.1.1.299']",['R00342'],FALSE,FALSE,FALSE
R_NADH6,NADH dehydrogenase (ubiquinone-8 & 3.5 protons),NADH6,,['1.6.5.3'],,FALSE,FALSE,FALSE
R_NADH7,NADH dehydrogenase (menaquinone-8 & 2 protons),NADH7,,['1.6.5.3'],,FALSE,FALSE,FALSE
R_MDH2,Malate dehydrogenase (ubiquinone 8 as acceptor),MDH2,"['29084', '29086', '29083', '29085']",,,FALSE,FALSE,FALSE
R_NADH8,NADH dehydrogenase (demethylmenaquinone-8 & 2.8 protons),NADH8,,['1.6.5.3'],,FALSE,FALSE,FALSE
R_NADH9,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),NADH9,"['30509', '30510', '30508', '30507']",,,FALSE,FALSE,FALSE
R_NADK,NAD kinase,NADK,"['18631', '18632', '18629', '18630']",['2.7.1.23'],['R00104'],FALSE,FALSE,FALSE
R_MDH3,Malate dehydrogenase (menaquinone 8 as acceptor),MDH3,"['29090', '29089', '29088', '29087']",,,FALSE,FALSE,FALSE
R_MDRPD,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,MDRPD,"['15550', '15549', '15551', '15552']",['4.2.1.109'],['R07392'],FALSE,FALSE,FALSE
R_ME1,Malic enzyme (NAD),ME1,"['12655', '12654', '12653', '12656']","['1.1.1.38', '1.1.1.39']",['R00214'],FALSE,FALSE,FALSE
R_NADPPPS,NADP phosphatase,NADPPPS,"['28050', '28052', '28053', '28051']","['3.1.3.2', '3.1.3.-', '3.1.3.1']",['R00118'],FALSE,FALSE,FALSE
R_ME2,Malic enzyme (NADP),ME2,"['18255', '18256', '18254', '18253']",['1.1.1.40'],['R00216'],FALSE,FALSE,FALSE
R_NADS1,NAD synthase (nh3),NADS1,"['21188', '21190', '21191', '21189']","['6.3.5.1', '6.3.1.5']",['R00189'],FALSE,FALSE,FALSE
R_NADTRHD,NAD transhydrogenase,NADTRHD,"['11692', '11695', '11694', '11693']","['1.6.1.3', '1.6.1.2', '1.6.1.1']",['R00112'],FALSE,FALSE,FALSE
R_NAMNPP,Nicotinic acid mononucleotide pyrophosphorylase,NAMNPP,"['36164', '36163', '36166', '36165']",['6.3.4.21'],['R01724'],FALSE,FALSE,FALSE
R_NAt3_1,Sodium proton antiporter  HNA is 11 ,NAt3_1,"['29422', '29420', '29421', '29419']",,,FALSE,FALSE,FALSE
R_NAt3_15,Sodium proton antiporter (H:NA is 1.5),NAt3_15,"['29249', '29250', '29247', '29248']",,,FALSE,FALSE,FALSE
R_NAt3_2,Sodium proton antiporter (H:NA is 2),NAt3_2,"['29252', '29251', '29254', '29253']",,,FALSE,FALSE,FALSE
R_NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),NDPK1,"['27689', '27686', '27688', '27687']",['2.7.4.6'],['R00330'],FALSE,FALSE,FALSE
R_NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),NDPK2,"['25101', '25098', '25100', '25099']",['2.7.4.6'],['R00156'],FALSE,FALSE,FALSE
R_MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",MECDPS,"['23864', '23867', '23866', '23865']",['4.6.1.12'],['R05637'],FALSE,FALSE,FALSE
R_NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),NDPK3,"['25240', '25239', '25237', '25238']",['2.7.4.6'],['R00570'],FALSE,FALSE,FALSE
R_NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),NDPK4,"['27682', '27684', '27683', '27685']",['2.7.4.6'],['R02093'],FALSE,FALSE,FALSE
R_NDPK5,Nucleoside-diphosphate kinase (ATP:dGDP),NDPK5,"['27692', '27690', '27691', '27693']",['2.7.4.6'],['R01857'],FALSE,FALSE,FALSE
R_NNDMBRT,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,NNDMBRT,"['11196', '11197', '11199', '11198']",['2.4.2.21'],['R04148'],FALSE,FALSE,FALSE
R_NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),NNDPR,"['12735', '12733', '12734', '12736']",['2.4.2.19'],['R03348'],FALSE,FALSE,FALSE
R_NO3R1,Nitrate reductase (Ubiquinol-8),NO3R1,"['29149#1', '29148#1', '29150#1', '29147#1']",,,FALSE,FALSE,FALSE
R_NDPK6,Nucleoside-diphosphate kinase (ATP:dUDP),NDPK6,"['28584', '28583', '28582', '28585']",['2.7.4.6'],['R02331'],FALSE,FALSE,FALSE
R_NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),NDPK7,"['27678', '27681', '27680', '27679']",['2.7.4.6'],['R02326'],FALSE,FALSE,FALSE
R_NDPK8,Nucleoside-diphosphate kinase (ATP:dADP),NDPK8,"['27675', '27674', '27677', '27676']",['2.7.4.6'],['R01137'],FALSE,FALSE,FALSE
R_NO3R2,Nitrate reductase (Menaquinol-8),NO3R2,"['29141#1', '29142#1', '29140#1', '29139#1']",,,FALSE,FALSE,FALSE
R_F6PA,Fructose 6-phosphate aldolase,F6PA,"['28002', '28003', '28004', '28005']",['4.1.2'],,FALSE,FALSE,FALSE
R_NMNAT,Nicotinamide-nucleotide adenylyltransferase,NMNAT,"['21361', '21362', '21360', '21363']","['2.7.7.18', '2.7.7.1']",['R00137'],FALSE,FALSE,FALSE
R_NPHS,Naphthoate synthase,NPHS,"['15526', '15528', '15525', '15527']",['4.1.3.36'],['R04150'],FALSE,FALSE,FALSE
R_NMNDA,Nicotinamide-nucleotide amidase,NMNDA,"['12402', '12400', '12403', '12401']",['3.5.1.42'],['R02322'],FALSE,FALSE,FALSE
R_NMNN,NMN nucleosidase,NMNN,,['3.2.2.14'],,FALSE,FALSE,FALSE
R_NMNP,NMN permease,NMNP,"['28485', '28483', '28482', '28484']",,,FALSE,FALSE,FALSE
R_NTD1,5'-nucleotidase (dUMP),NTD1,"['29358', '29355', '29357', '29356']","['3.1.3.5', '3.1.3.89']",['R02102'],FALSE,FALSE,FALSE
R_NTD10,5'-nucleotidase (XMP),NTD10,"['28532', '28530', '28531', '28533']",['3.1.3.5'],['R02719'],FALSE,FALSE,FALSE
R_NTD11,5'-nucleotidase (IMP),NTD11,"['27721', '27718', '27720', '27719']","['3.1.3.5', '3.1.3.99']",['R01126'],FALSE,FALSE,FALSE
R_NTD2,5'-nucleotidase (UMP),NTD2,"['29362', '29360', '29361', '29359']",['3.1.3.5'],['R00963'],FALSE,FALSE,FALSE
R_NTD3,5'-nucleotidase (dCMP),NTD3,"['29364', '29365', '29366', '29363']","['3.1.3.5', '3.1.3.89']",['R01664'],FALSE,FALSE,FALSE
R_NNAM,Nicotinamidase,NNAM,"['14545', '14547', '14546', '14548']",['3.5.1.19'],['R01268'],FALSE,FALSE,FALSE
R_NNATr,Nicotinate-nucleotide adenylyltransferase,NNATr,"['22863', '22861', '22862', '22860']","['2.7.7.18', '2.7.7.1']",['R03005'],FALSE,FALSE,FALSE
R_NTD4,5'-nucleotidase (CMP),NTD4,"['29370', '29368', '29369', '29367']","['3.1.3.5', '3.1.3.91']",['R00511'],FALSE,FALSE,FALSE
R_NTD5,5'-nucleotidase (dTMP),NTD5,"['11081', '11083', '11082', '11080']","['3.1.3.35', '3.1.3.89', '3.1.3.5']",['R01569'],FALSE,FALSE,FALSE
R_NTD6,5'-nucleotidase (dAMP),NTD6,"['29371', '29374', '29372', '29373']","['3.1.3.5', '3.1.3.89']",['R02088'],FALSE,FALSE,FALSE
R_PFL,Pyruvate formate lyase,PFL,"['11847', '11845', '11844', '11846']",['2.3.1.54'],['R00212'],FALSE,FALSE,FALSE
R_PGAMT,Phosphoglucosamine mutase,PGAMT,"['23427', '23425', '23426', '23424']",['5.4.2.10'],['R02060'],FALSE,FALSE,FALSE
R_PGCD,Phosphoglycerate dehydrogenase,PGCD,"['12644', '12643', '12642', '12641']",['1.1.1.95'],['R01513'],FALSE,FALSE,FALSE
R_NTD7,5'-nucleotidase (AMP),NTD7,"['29376', '29378', '29375', '29377']",['3.1.3.5'],['R00183'],FALSE,FALSE,FALSE
R_NTD8,5'-nucleotidase (dGMP),NTD8,"['29382', '29380', '29381', '29379']","['3.1.3.5', '3.1.3.89']",['R01968'],FALSE,FALSE,FALSE
R_FBA,Fructose-bisphosphate aldolase,FBA,"['14729', '14732', '14731', '14730']",['4.1.2.13'],['R01068'],FALSE,FALSE,FALSE
R_NTD9,5'-nucleotidase (GMP),NTD9,"['27715', '27716', '27717', '27714']",['3.1.3.5'],['R01227'],FALSE,FALSE,FALSE
R_NTPP1,Nucleoside triphosphate pyrophosphorylase (dgtp),NTPP1,"['28364', '28363', '28362', '28365']","['3.6.1.-', '3.6.1.19', '3.6.1.9']",['R01855'],FALSE,FALSE,FALSE
R_PGI,Glucose-6-phosphate isomerase,PGI,,['5.3.1.9'],,FALSE,FALSE,FALSE
R_PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),PUNP2,"['27743', '27742', '27745', '27744']",['2.4.2.1'],['R02557'],FALSE,FALSE,FALSE
R_PGK,Phosphoglycerate kinase,PGK,"['14801', '14804', '14802', '14803']",['2.7.2.3'],['R01512'],FALSE,FALSE,FALSE
R_PGL,6-phosphogluconolactonase,PGL,"['12559', '12556', '12557', '12558']",['3.1.1.31'],['R02035'],FALSE,FALSE,FALSE
R_PGLYCP,Phosphoglycolate phosphatase,PGLYCP,"['14369', '14371', '14370', '14372']",['3.1.3.18'],['R01334'],FALSE,FALSE,FALSE
R_PGM,Phosphoglycerate mutase,PGM,"['15902', '15903', '15901', '15904']","['5.4.2.1', '5.4.2.11', '5.4.2.12']",['R01518'],FALSE,FALSE,FALSE
R_PGMT,Phosphoglucomutase,PGMT,,"['5.4.2.2', '5.4.2.8', '5.4.2.5']",['R08639'],FALSE,FALSE,FALSE
R_NTPP2,Nucleoside triphosphate pyrophosphorylase (gtp),NTPP2,"['29391', '29392', '29393', '29394']","['3.6.1.8', '3.6.1.-', '3.6.1.9']",['R00426'],FALSE,FALSE,FALSE
R_NTPP3,Nucleoside triphosphate pyrophosphorylase (dctp),NTPP3,"['22637', '22636', '22639', '22638']","['3.6.1.9', '3.6.1.12', '3.6.1.65']",['R01668'],FALSE,FALSE,FALSE
R_NTPP4,Nucleoside triphosphate pyrophosphorylase (ctp),NTPP4,"['27765', '27763', '27764', '27762']","['3.6.1.8', '3.6.1.9', '3.6.1.65']",['R00515'],FALSE,FALSE,FALSE
R_NTPP5,Nucleoside triphosphate pyrophosphorylase (datp),NTPP5,"['28336', '28337', '28335', '28334']","['3.6.1.19', '3.6.1.9']",,FALSE,FALSE,FALSE
R_NTPP6,Nucleoside triphosphate pyrophosphorylase (atp),NTPP6,"['14248', '14247', '14245', '14246']","['3.6.1.8', '3.6.1.9']",['R00087'],FALSE,FALSE,FALSE
R_NTPP7,Nucleoside triphosphate pyrophosphorylase (dttp),NTPP7,"['28537', '28534', '28536', '28535']","['3.6.1.19', '3.6.1.9']",['R11323'],FALSE,FALSE,FALSE
R_NTPP8,Nucleoside triphosphate pyrophosphorylase (utp),NTPP8,"['29397', '29398', '29395', '29396']","['3.6.1.8', '3.6.1.9']",['R00662'],FALSE,FALSE,FALSE
R_NTPTP1,Nucleoside triphosphate tripolyhydrolase,NTPTP1,"['15196', '15195', '15193', '15194']",['3.1.5.1'],['R01856'],FALSE,FALSE,FALSE
R_PGPP_EC,Phosphatidylglycerol phosphate phosphatase (Ecoli),PGPP_EC,,['3.1.3.27'],,FALSE,FALSE,FALSE
R_NTPTP2,Nucleoside triphosphate tripolyhydrolase,NTPTP2,"['30562', '30559', '30561', '30560']",,,FALSE,FALSE,FALSE
R_PUNP3,Purine-nucleoside phosphorylase (Guanosine),PUNP3,"['13236', '13234', '13235', '13233']","['2.4.2.15', '2.4.2.1']",['R02147'],FALSE,FALSE,FALSE
R_NTRIR2x,Nitrite Reductase (NADH),NTRIR2x,"['24629', '24628', '24630', '24631']","['1.7.1.4', '1.7.1.15']",['R00787'],FALSE,FALSE,FALSE
R_PHETA1,Phenylalanine transaminase,PHETA1,"['25153', '25155', '25152', '25154']","['2.6.1.57', '2.6.1.5', '2.6.1.9', '2.6.1.1']",['R00694'],FALSE,FALSE,FALSE
R_PUNP4,Purine-nucleoside phosphorylase (Deoxyguanosine),PUNP4,"['27741', '27738', '27740', '27739']","['2.4.2.1', '2.4.2.4']",['R01969'],FALSE,FALSE,FALSE
R_PUNP5,Purine-nucleoside phosphorylase (Inosine),PUNP5,"['27649', '27647', '27648', '27646']","['2.4.2.15', '2.4.2.1']",['R01863'],FALSE,FALSE,FALSE
R_OBTFL,2-Oxobutanoate formate lyase,OBTFL,"['28055', '28056', '28057', '28054']","['2.3.1', '2.3.1.54']",['R06987'],FALSE,FALSE,FALSE
R_OCBT,Ornithine carbamoyltransferase,OCBT,"['19514', '19516', '19513', '19515']",['2.1.3.3'],['R01398'],FALSE,FALSE,FALSE
R_PUNP6,Purine-nucleoside phosphorylase (Deoxyinosine),PUNP6,"['27750', '27751', '27753', '27752']","['2.4.2.1', '2.4.2.4']",['R02748'],FALSE,FALSE,FALSE
R_PUNP7,Purine-nucleoside phosphorylase (Xanthosine),PUNP7,"['27639', '27638', '27640', '27641']","['2.4.2.1', '2.4.2.-']",['R02297'],FALSE,FALSE,FALSE
R_OCTDPS,Octaprenyl pyrophosphate synthase,OCTDPS,"['27801', '27799', '27800', '27798']",['2.5.1.90'],['R09248'],FALSE,FALSE,FALSE
R_PYAM5PO,Pyridoxamine 5'-phosphate oxidase,PYAM5PO,"['15818', '15819', '15820', '15817']",['1.4.3.5'],['R00277'],FALSE,FALSE,FALSE
R_OHPBAT,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,OHPBAT,"['16576', '16575', '16574', '16573']",['2.6.1.52'],['R05085'],FALSE,FALSE,FALSE
R_OHPHM,2-octaprenyl-6-hydroxyphenol methylase,OHPHM,"['27772', '27773', '27771', '27770']",['2.1.1.222'],['R04988'],FALSE,FALSE,FALSE
R_PMANM,Phosphomannomutase,PMANM,"['11141', '11143', '11142', '11140']",['5.4.2.8'],['R01818'],FALSE,FALSE,FALSE
R_PMDPHT,Pyrimidine phosphatase,PMDPHT,"['25197', '25200', '25198', '25199']","['3.1.3.104', '3.1.3.-']",['R07280'],FALSE,FALSE,FALSE
R_PYDAMK,Pyridoxamine kinase,PYDAMK,"['25104', '25106', '25107', '25105']",['2.7.1.35'],['R02493'],FALSE,FALSE,FALSE
R_PMPK,Phosphomethylpyrimidine kinase,PMPK,,['2.7.4.7'],,FALSE,FALSE,FALSE
R_PNTK,Pantothenate kinase,PNTK,"['16376', '16375', '16373', '16374']",['2.7.1.33'],['R03018'],FALSE,FALSE,FALSE
R_OMBZLM,2-Octaprenyl-6-methoxy-benzoquinol methylase,OMBZLM,"['27774', '27777', '27776', '27775']",['2.1.1.201'],,FALSE,FALSE,FALSE
R_OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,OMCDC,"['25078', '25080', '25081', '25079']",['1.1.1.85'],['R01652'],FALSE,FALSE,FALSE
R_PNTOt4,Pantothenate sodium symporter,PNTOt4,"['29927', '29930', '29929', '29928']",,,FALSE,FALSE,FALSE
R_PYDXK,Pyridoxal kinase,PYDXK,"['10225', '10227', '10226', '10224']",['2.7.1.35'],['R00174'],FALSE,FALSE,FALSE
R_POX,Pyruvate oxidase,POX,"['29168', '29170', '29167', '29169']",,,FALSE,FALSE,FALSE
R_OMPDC,Orotidine-5'-phosphate decarboxylase,OMPDC,"['11597', '11599', '11596', '11598']",['4.1.1.23'],['R00965'],FALSE,FALSE,FALSE
R_OP4ENH,2-oxopent-4-enoate hydratase,OP4ENH,"['22582', '22581', '22580', '22583']",['4.2.1.80'],,FALSE,FALSE,FALSE
R_PPA,Inorganic diphosphatase,PPA,"['24577', '24576', '24579', '24578']",['3.6.1.1'],['R00004'],FALSE,FALSE,FALSE
R_PPAKr,Propionate kinase,PPAKr,,['2.7.2.15'],,FALSE,FALSE,FALSE
R_OPHBDC,Octaprenyl-hydroxybenzoate decarboxylase,OPHBDC,"['27778', '27780', '27779', '27781']",['4.1.1.98'],['R04986'],FALSE,FALSE,FALSE
R_PYDXNK,Pyridoxine kinase,PYDXNK,"['25111', '25110', '25109', '25108']",['2.7.1.35'],['R01909'],FALSE,FALSE,FALSE
R_ORNDC,Ornithine Decarboxylase,ORNDC,"['22964', '22967', '22965', '22966']",['4.1.1.17'],['R00670'],FALSE,FALSE,FALSE
R_ORNTA,Ornithine transaminase,ORNTA,"['25163', '25161', '25160', '25162']",['2.6.1.13'],['R00667'],FALSE,FALSE,FALSE
R_PPBNGS,Porphobilinogen synthase,PPBNGS,"['24064', '24066', '24067', '24065']",['4.2.1.24'],['R00036'],FALSE,FALSE,FALSE
R_PPC,Phosphoenolpyruvate carboxylase,PPC,"['23073', '23072', '23075', '23074']",['4.1.1.31'],['R00345'],FALSE,FALSE,FALSE
R_PPCDC,Phosphopantothenoylcysteine decarboxylase,PPCDC,"['16793', '16796', '16794', '16795']",['4.1.1.36'],['R03269'],FALSE,FALSE,FALSE
R_PPCK,Phosphoenolpyruvate carboxykinase,PPCK,"['18620', '18618', '18617', '18619']",['4.1.1.49'],['R00341'],FALSE,FALSE,FALSE
R_PPCSCT,Propanoyl-CoA: succinate CoA-transferase,PPCSCT,,['2.8.3.1'],,FALSE,FALSE,FALSE
R_PPM,Phosphopentomutase,PPM,,"['5.4.2.7', '5.4.2.2', '5.4.2']",,FALSE,FALSE,FALSE
R_ORPT,Orotate phosphoribosyltransferase,ORPT,"['10381', '10383', '10382', '10380']",['2.4.2.10'],['R01870'],FALSE,FALSE,FALSE
R_PYDXPP,Pyridoxal 5-phosphate phosphatase,PYDXPP,"['20536', '20535', '20534', '20533']",['3.1.3.74'],['R00173'],FALSE,FALSE,FALSE
R_OXGDC2,2-oxoglutarate decarboxylase,OXGDC2,,['4.1.1.71'],,FALSE,FALSE,FALSE
R_PPM2,Phosphopentomutase 2 (deoxyribose),PPM2,"['25208', '27660', '25206', '25205', '27661', '27658', '25207', '27659']",['5.4.2.7'],['R02749'],FALSE,FALSE,FALSE
R_PPNCL2,Phosphopantothenate-cysteine ligase,PPNCL2,"['19399', '19400', '19397', '19398']",['6.3.2.5'],['R04231'],FALSE,FALSE,FALSE
