bigg_id,name,database_links,kegg,ec,rhea
RE0583N,RE0583,EC Number: http://identifiers.org/ec-code/1.3.1; EC Number: http://identifiers.org/ec-code/1.3.1.38; EC Number: http://identifiers.org/ec-code/1.3.1.93; RHEA: http://identifiers.org/rhea/35351; RHEA: http://identifiers.org/rhea/35352; RHEA: http://identifiers.org/rhea/35353; RHEA: http://identifiers.org/rhea/35354; BioCyc: http://identifiers.org/biocyc/META:RXN-9546; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR97895; Reactome Reaction: http://identifiers.org/reactome/R-ATH-548831; Reactome Reaction: http://identifiers.org/reactome/R-BTA-548831; Reactome Reaction: http://identifiers.org/reactome/R-CEL-548831; Reactome Reaction: http://identifiers.org/reactome/R-CFA-548831; Reactome Reaction: http://identifiers.org/reactome/R-DDI-548831; Reactome Reaction: http://identifiers.org/reactome/R-DME-548831; Reactome Reaction: http://identifiers.org/reactome/R-DRE-548831; Reactome Reaction: http://identifiers.org/reactome/R-HSA-548831; Reactome Reaction: http://identifiers.org/reactome/R-MMU-548831; Reactome Reaction: http://identifiers.org/reactome/R-OSA-548831; Reactome Reaction: http://identifiers.org/reactome/R-PFA-548831; Reactome Reaction: http://identifiers.org/reactome/R-RNO-548831; Reactome Reaction: http://identifiers.org/reactome/R-SCE-548831; Reactome Reaction: http://identifiers.org/reactome/R-SPO-548831; Reactome Reaction: http://identifiers.org/reactome/R-SSC-548831; Reactome Reaction: http://identifiers.org/reactome/R-XTR-548831; KEGG Reaction: http://identifiers.org/kegg.reaction/R07761; SEED Reaction: http://identifiers.org/seed.reaction/rxn07575,R07761,1.3.1.93,35354
RE0691C,RE0691,EC Number: http://identifiers.org/ec-code/2.6.1.82; RHEA: http://identifiers.org/rhea/22588; RHEA: http://identifiers.org/rhea/22589; RHEA: http://identifiers.org/rhea/22590; RHEA: http://identifiers.org/rhea/22591; BioCyc: http://identifiers.org/biocyc/META:RXN-6423; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103470; KEGG Reaction: http://identifiers.org/kegg.reaction/R07408; SEED Reaction: http://identifiers.org/seed.reaction/rxn05118,R07408,2.6.1.82,22591
RE0935E,Alpha-Amylase,EC Number: http://identifiers.org/ec-code/3.2.1.20; BioCyc: http://identifiers.org/biocyc/META:RXN-14282; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101622; SEED Reaction: http://identifiers.org/seed.reaction/rxn08935,,3.2.1.20,
RE1238X,RE1238,EC Number: http://identifiers.org/ec-code/2.3.1.57; RHEA: http://identifiers.org/rhea/33099; RHEA: http://identifiers.org/rhea/33100; RHEA: http://identifiers.org/rhea/33101; RHEA: http://identifiers.org/rhea/33102; BioCyc: http://identifiers.org/biocyc/META:RXN-9939; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR97455; Reactome Reaction: http://identifiers.org/reactome/R-BTA-351207; Reactome Reaction: http://identifiers.org/reactome/R-CEL-351207; Reactome Reaction: http://identifiers.org/reactome/R-CFA-351207; Reactome Reaction: http://identifiers.org/reactome/R-DDI-351207; Reactome Reaction: http://identifiers.org/reactome/R-DME-351207; Reactome Reaction: http://identifiers.org/reactome/R-DRE-351207; Reactome Reaction: http://identifiers.org/reactome/R-GGA-351207; Reactome Reaction: http://identifiers.org/reactome/R-HSA-351207; Reactome Reaction: http://identifiers.org/reactome/R-MMU-351207; Reactome Reaction: http://identifiers.org/reactome/R-RNO-351207; Reactome Reaction: http://identifiers.org/reactome/R-SPO-351207; Reactome Reaction: http://identifiers.org/reactome/R-SSC-351207; Reactome Reaction: http://identifiers.org/reactome/R-TGU-351207; Reactome Reaction: http://identifiers.org/reactome/R-XTR-351207; SEED Reaction: http://identifiers.org/seed.reaction/rxn09880,,2.3.1.57,33102
RE1441G,RE1441,EC Number: http://identifiers.org/ec-code/2.7.1.150; RHEA: http://identifiers.org/rhea/44680; RHEA: http://identifiers.org/rhea/44681; RHEA: http://identifiers.org/rhea/44682; RHEA: http://identifiers.org/rhea/44683; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102845; KEGG Reaction: http://identifiers.org/kegg.reaction/R10951,R10951,2.7.1.150,44683
RE1441R,RE1441,EC Number: http://identifiers.org/ec-code/2.7.1.150; RHEA: http://identifiers.org/rhea/44680; RHEA: http://identifiers.org/rhea/44681; RHEA: http://identifiers.org/rhea/44682; RHEA: http://identifiers.org/rhea/44683; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102845; KEGG Reaction: http://identifiers.org/kegg.reaction/R10951,R10951,2.7.1.150,44683
RE1447M,RE1447,RHEA: http://identifiers.org/rhea/25674; RHEA: http://identifiers.org/rhea/25675; RHEA: http://identifiers.org/rhea/25676; RHEA: http://identifiers.org/rhea/25677; EC Number: http://identifiers.org/ec-code/3.1.3.66; EC Number: http://identifiers.org/ec-code/3.1.3.78; BioCyc: http://identifiers.org/biocyc/META:RXN-9779; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102717; Reactome Reaction: http://identifiers.org/reactome/R-BTA-6810410; Reactome Reaction: http://identifiers.org/reactome/R-CEL-6810410; Reactome Reaction: http://identifiers.org/reactome/R-CFA-6810410; Reactome Reaction: http://identifiers.org/reactome/R-DME-6810410; Reactome Reaction: http://identifiers.org/reactome/R-DRE-6810410; Reactome Reaction: http://identifiers.org/reactome/R-HSA-6810410; Reactome Reaction: http://identifiers.org/reactome/R-MMU-6810410; Reactome Reaction: http://identifiers.org/reactome/R-RNO-6810410; Reactome Reaction: http://identifiers.org/reactome/R-SSC-6810410; Reactome Reaction: http://identifiers.org/reactome/R-XTR-6810410; KEGG Reaction: http://identifiers.org/kegg.reaction/R08981; SEED Reaction: http://identifiers.org/seed.reaction/rxn14353,R08981,3.1.3.78,25677
RE1447N,RE1447,RHEA: http://identifiers.org/rhea/25674; RHEA: http://identifiers.org/rhea/25675; RHEA: http://identifiers.org/rhea/25676; RHEA: http://identifiers.org/rhea/25677; EC Number: http://identifiers.org/ec-code/3.1.3.66; EC Number: http://identifiers.org/ec-code/3.1.3.78; BioCyc: http://identifiers.org/biocyc/META:RXN-9779; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102717; Reactome Reaction: http://identifiers.org/reactome/R-BTA-6810410; Reactome Reaction: http://identifiers.org/reactome/R-CEL-6810410; Reactome Reaction: http://identifiers.org/reactome/R-CFA-6810410; Reactome Reaction: http://identifiers.org/reactome/R-DME-6810410; Reactome Reaction: http://identifiers.org/reactome/R-DRE-6810410; Reactome Reaction: http://identifiers.org/reactome/R-HSA-6810410; Reactome Reaction: http://identifiers.org/reactome/R-MMU-6810410; Reactome Reaction: http://identifiers.org/reactome/R-RNO-6810410; Reactome Reaction: http://identifiers.org/reactome/R-SSC-6810410; Reactome Reaction: http://identifiers.org/reactome/R-XTR-6810410; KEGG Reaction: http://identifiers.org/kegg.reaction/R08981; SEED Reaction: http://identifiers.org/seed.reaction/rxn14353,R08981,3.1.3.78,25677
RE1448N,RE1448,RHEA: http://identifiers.org/rhea/41147; RHEA: http://identifiers.org/rhea/41148; RHEA: http://identifiers.org/rhea/41149; RHEA: http://identifiers.org/rhea/41150; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103512,,,41150
RE1537C,N1-acetylspermidine oxidase,EC Number: http://identifiers.org/ec-code/1.5.3.13; EC Number: http://identifiers.org/ec-code/1.5.3.17; RHEA: http://identifiers.org/rhea/25812; RHEA: http://identifiers.org/rhea/25813; RHEA: http://identifiers.org/rhea/25814; RHEA: http://identifiers.org/rhea/25815; BioCyc: http://identifiers.org/biocyc/META:RXN-12091; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103519; Reactome Reaction: http://identifiers.org/reactome/R-ATH-141348; Reactome Reaction: http://identifiers.org/reactome/R-BTA-141348; Reactome Reaction: http://identifiers.org/reactome/R-CEL-141348; Reactome Reaction: http://identifiers.org/reactome/R-CFA-141348; Reactome Reaction: http://identifiers.org/reactome/R-DDI-141348; Reactome Reaction: http://identifiers.org/reactome/R-DME-141348; Reactome Reaction: http://identifiers.org/reactome/R-DRE-141348; Reactome Reaction: http://identifiers.org/reactome/R-GGA-141348; Reactome Reaction: http://identifiers.org/reactome/R-HSA-141348; Reactome Reaction: http://identifiers.org/reactome/R-MMU-141348; Reactome Reaction: http://identifiers.org/reactome/R-OSA-141348; Reactome Reaction: http://identifiers.org/reactome/R-RNO-141348; Reactome Reaction: http://identifiers.org/reactome/R-SSC-141348; Reactome Reaction: http://identifiers.org/reactome/R-TGU-141348; Reactome Reaction: http://identifiers.org/reactome/R-XTR-141348; KEGG Reaction: http://identifiers.org/kegg.reaction/R09074,R09074,1.5.3.17,25815
RE1537X,RE1537,EC Number: http://identifiers.org/ec-code/1.5.3.13; EC Number: http://identifiers.org/ec-code/1.5.3.17; RHEA: http://identifiers.org/rhea/25812; RHEA: http://identifiers.org/rhea/25813; RHEA: http://identifiers.org/rhea/25814; RHEA: http://identifiers.org/rhea/25815; BioCyc: http://identifiers.org/biocyc/META:RXN-12091; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103519; Reactome Reaction: http://identifiers.org/reactome/R-ATH-141348; Reactome Reaction: http://identifiers.org/reactome/R-BTA-141348; Reactome Reaction: http://identifiers.org/reactome/R-CEL-141348; Reactome Reaction: http://identifiers.org/reactome/R-CFA-141348; Reactome Reaction: http://identifiers.org/reactome/R-DDI-141348; Reactome Reaction: http://identifiers.org/reactome/R-DME-141348; Reactome Reaction: http://identifiers.org/reactome/R-DRE-141348; Reactome Reaction: http://identifiers.org/reactome/R-GGA-141348; Reactome Reaction: http://identifiers.org/reactome/R-HSA-141348; Reactome Reaction: http://identifiers.org/reactome/R-MMU-141348; Reactome Reaction: http://identifiers.org/reactome/R-OSA-141348; Reactome Reaction: http://identifiers.org/reactome/R-RNO-141348; Reactome Reaction: http://identifiers.org/reactome/R-SSC-141348; Reactome Reaction: http://identifiers.org/reactome/R-TGU-141348; Reactome Reaction: http://identifiers.org/reactome/R-XTR-141348; KEGG Reaction: http://identifiers.org/kegg.reaction/R09074,R09074,1.5.3.17,25815
RE1539C,N1-acetylspermine oxidase,EC Number: http://identifiers.org/ec-code/1.5.3.13; EC Number: http://identifiers.org/ec-code/1.5.3.17; RHEA: http://identifiers.org/rhea/25800; RHEA: http://identifiers.org/rhea/25801; RHEA: http://identifiers.org/rhea/25802; RHEA: http://identifiers.org/rhea/25803; BioCyc: http://identifiers.org/biocyc/META:RXN-12090; BioCyc: http://identifiers.org/biocyc/META:RXN-9940; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103521; Reactome Reaction: http://identifiers.org/reactome/R-ATH-141351; Reactome Reaction: http://identifiers.org/reactome/R-BTA-141351; Reactome Reaction: http://identifiers.org/reactome/R-CEL-141351; Reactome Reaction: http://identifiers.org/reactome/R-CFA-141351; Reactome Reaction: http://identifiers.org/reactome/R-DDI-141351; Reactome Reaction: http://identifiers.org/reactome/R-DME-141351; Reactome Reaction: http://identifiers.org/reactome/R-DRE-141351; Reactome Reaction: http://identifiers.org/reactome/R-GGA-141351; Reactome Reaction: http://identifiers.org/reactome/R-HSA-141351; Reactome Reaction: http://identifiers.org/reactome/R-MMU-141351; Reactome Reaction: http://identifiers.org/reactome/R-OSA-141351; Reactome Reaction: http://identifiers.org/reactome/R-RNO-141351; Reactome Reaction: http://identifiers.org/reactome/R-SSC-141351; Reactome Reaction: http://identifiers.org/reactome/R-TGU-141351; Reactome Reaction: http://identifiers.org/reactome/R-XTR-141351; KEGG Reaction: http://identifiers.org/kegg.reaction/R03899,R03899,1.5.3.17,25803
RE1539X,RE1539,EC Number: http://identifiers.org/ec-code/1.5.3.13; EC Number: http://identifiers.org/ec-code/1.5.3.17; RHEA: http://identifiers.org/rhea/25800; RHEA: http://identifiers.org/rhea/25801; RHEA: http://identifiers.org/rhea/25802; RHEA: http://identifiers.org/rhea/25803; BioCyc: http://identifiers.org/biocyc/META:RXN-12090; BioCyc: http://identifiers.org/biocyc/META:RXN-9940; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103521; Reactome Reaction: http://identifiers.org/reactome/R-ATH-141351; Reactome Reaction: http://identifiers.org/reactome/R-BTA-141351; Reactome Reaction: http://identifiers.org/reactome/R-CEL-141351; Reactome Reaction: http://identifiers.org/reactome/R-CFA-141351; Reactome Reaction: http://identifiers.org/reactome/R-DDI-141351; Reactome Reaction: http://identifiers.org/reactome/R-DME-141351; Reactome Reaction: http://identifiers.org/reactome/R-DRE-141351; Reactome Reaction: http://identifiers.org/reactome/R-GGA-141351; Reactome Reaction: http://identifiers.org/reactome/R-HSA-141351; Reactome Reaction: http://identifiers.org/reactome/R-MMU-141351; Reactome Reaction: http://identifiers.org/reactome/R-OSA-141351; Reactome Reaction: http://identifiers.org/reactome/R-RNO-141351; Reactome Reaction: http://identifiers.org/reactome/R-SSC-141351; Reactome Reaction: http://identifiers.org/reactome/R-TGU-141351; Reactome Reaction: http://identifiers.org/reactome/R-XTR-141351; KEGG Reaction: http://identifiers.org/kegg.reaction/R03899,R03899,1.5.3.17,25803
RE1630R,RE1630,EC Number: http://identifiers.org/ec-code/2.1.1.6; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103527; KEGG Reaction: http://identifiers.org/kegg.reaction/R04762; SEED Reaction: http://identifiers.org/seed.reaction/rxn03258,R04762,2.1.1.6,
RE1711C_2,RE1711,EC Number: http://identifiers.org/ec-code/1.1.1.1; BioCyc: http://identifiers.org/biocyc/META:RXN-10781; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103538,,1.1.1.1,
RE1796C,RE1796,EC Number: http://identifiers.org/ec-code/1.1.1.181; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR100731,,1.1.1.181,
RE1803C,RE1803,EC Number: http://identifiers.org/ec-code/1.14.13.17; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102296,,1.14.13.17,
RE1835C,Palmitoyl Coenzyme A Hydrolase,EC Number: http://identifiers.org/ec-code/3.1.2.27; RHEA: http://identifiers.org/rhea/31511; RHEA: http://identifiers.org/rhea/31512; RHEA: http://identifiers.org/rhea/31513; RHEA: http://identifiers.org/rhea/31514; BioCyc: http://identifiers.org/biocyc/META:RXN-14289; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103559; KEGG Reaction: http://identifiers.org/kegg.reaction/R03974; SEED Reaction: http://identifiers.org/seed.reaction/rxn14344,R03974,3.1.2.27,31514
RE1835M,RE1835,EC Number: http://identifiers.org/ec-code/3.1.2.27; RHEA: http://identifiers.org/rhea/31511; RHEA: http://identifiers.org/rhea/31512; RHEA: http://identifiers.org/rhea/31513; RHEA: http://identifiers.org/rhea/31514; BioCyc: http://identifiers.org/biocyc/META:RXN-14289; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103559; KEGG Reaction: http://identifiers.org/kegg.reaction/R03974; SEED Reaction: http://identifiers.org/seed.reaction/rxn14344,R03974,3.1.2.27,31514
RE1845C,Bile Acid-CoA:Amino Acid N-Acyltransferase,EC Number: http://identifiers.org/ec-code/2.3.1.65; RHEA: http://identifiers.org/rhea/49784; RHEA: http://identifiers.org/rhea/49785; RHEA: http://identifiers.org/rhea/49786; RHEA: http://identifiers.org/rhea/49787; BioCyc: http://identifiers.org/biocyc/META:RXN-9852; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR96207; KEGG Reaction: http://identifiers.org/kegg.reaction/R08745; SEED Reaction: http://identifiers.org/seed.reaction/rxn14228,R08745,2.3.1.65,49787
RE1860E,"2',3'-Cyclic-Nucleotide 3'-Phosphodiesterase",RHEA: http://identifiers.org/rhea/27878; RHEA: http://identifiers.org/rhea/27879; RHEA: http://identifiers.org/rhea/27880; RHEA: http://identifiers.org/rhea/27881; EC Number: http://identifiers.org/ec-code/3.1.4.16; BioCyc: http://identifiers.org/biocyc/META:RXN-14091; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR94723; KEGG Reaction: http://identifiers.org/kegg.reaction/R03538; SEED Reaction: http://identifiers.org/seed.reaction/rxn02522,R03538,3.1.4.16,27881
RE1933C,Arylesterase,EC Number: http://identifiers.org/ec-code/3.4.22.40; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103581,,3.4.22.40,
RE2030M,Amino-Acid N-Acetyltransferase,EC Number: http://identifiers.org/ec-code/2.3.1.1; RHEA: http://identifiers.org/rhea/44144; RHEA: http://identifiers.org/rhea/44145; RHEA: http://identifiers.org/rhea/44146; RHEA: http://identifiers.org/rhea/44147; BioCyc: http://identifiers.org/biocyc/META:RXN0-6948; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103591,,2.3.1.1,44147
RE2034C,Alanine Transaminase,EC Number: http://identifiers.org/ec-code/2.6.1.42; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103594; KEGG Reaction: http://identifiers.org/kegg.reaction/R10991,R10991,2.6.1.42,
RE2124C,RE2124,RHEA: http://identifiers.org/rhea/14865; RHEA: http://identifiers.org/rhea/14866; RHEA: http://identifiers.org/rhea/14867; RHEA: http://identifiers.org/rhea/14868; EC Number: http://identifiers.org/ec-code/2.1.1.27; BioCyc: http://identifiers.org/biocyc/META:TYRAMINE-N-METHYLTRANSFERASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103613; KEGG Reaction: http://identifiers.org/kegg.reaction/R02384; SEED Reaction: http://identifiers.org/seed.reaction/rxn01717,R02384,2.1.1.27,14868
RE2133C,RE2133,EC Number: http://identifiers.org/ec-code/2.1.1.278; RHEA: http://identifiers.org/rhea/36131; RHEA: http://identifiers.org/rhea/36132; RHEA: http://identifiers.org/rhea/36133; RHEA: http://identifiers.org/rhea/36134; BioCyc: http://identifiers.org/biocyc/META:RXN-9825; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103620; KEGG Reaction: http://identifiers.org/kegg.reaction/R10452,R10452,2.1.1.278,36134
RE2235C,Unspecific Monooxygenase,EC Number: http://identifiers.org/ec-code/1.14.13.-; EC Number: http://identifiers.org/ec-code/1.14.14.1; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103638; KEGG Reaction: http://identifiers.org/kegg.reaction/R02356; SEED Reaction: http://identifiers.org/seed.reaction/rxn01696,R02356,1.14.14.1,
RE2235R,Unspecific Monooxygenase,EC Number: http://identifiers.org/ec-code/1.14.13.-; EC Number: http://identifiers.org/ec-code/1.14.14.1; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103638; KEGG Reaction: http://identifiers.org/kegg.reaction/R02356; SEED Reaction: http://identifiers.org/seed.reaction/rxn01696,R02356,1.14.14.1,
RE2240C,RE2240,EC Number: http://identifiers.org/ec-code/1.14.13.126; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR94736,,1.14.13.126,
RE2386C,Catechol O-Methyltransferase,EC Number: http://identifiers.org/ec-code/2.1.1.6; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103664; KEGG Reaction: http://identifiers.org/kegg.reaction/R04764; SEED Reaction: http://identifiers.org/seed.reaction/rxn03260,R04764,2.1.1.6,
RE2387R,RE2387,EC Number: http://identifiers.org/ec-code/1.14.13.30; RHEA: http://identifiers.org/rhea/45108; RHEA: http://identifiers.org/rhea/45109; RHEA: http://identifiers.org/rhea/45110; RHEA: http://identifiers.org/rhea/45111; BioCyc: http://identifiers.org/biocyc/META:RXN-11003; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103665,,1.14.13.30,45111
RE2410C,7-Dehydrocholesterol Reductase,EC Number: http://identifiers.org/ec-code/1.3.1.21; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR97383,,1.3.1.21,
RE2635C,Cholate- Coenzyme A Ligase,RHEA: http://identifiers.org/rhea/47128; RHEA: http://identifiers.org/rhea/47129; RHEA: http://identifiers.org/rhea/47130; RHEA: http://identifiers.org/rhea/47131; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103707,,,47131
RE2972R,RE2972,RHEA: http://identifiers.org/rhea/12280; RHEA: http://identifiers.org/rhea/12281; RHEA: http://identifiers.org/rhea/12282; RHEA: http://identifiers.org/rhea/12283; EC Number: http://identifiers.org/ec-code/2.7.1.149; BioCyc: http://identifiers.org/biocyc/META:2.7.1.149-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102819; Reactome Reaction: http://identifiers.org/reactome/R-BTA-6811522; Reactome Reaction: http://identifiers.org/reactome/R-CEL-6811522; Reactome Reaction: http://identifiers.org/reactome/R-CFA-6811522; Reactome Reaction: http://identifiers.org/reactome/R-DME-6811522; Reactome Reaction: http://identifiers.org/reactome/R-DRE-6811522; Reactome Reaction: http://identifiers.org/reactome/R-GGA-6811522; Reactome Reaction: http://identifiers.org/reactome/R-HSA-6811522; Reactome Reaction: http://identifiers.org/reactome/R-MMU-6811522; Reactome Reaction: http://identifiers.org/reactome/R-PFA-6811522; Reactome Reaction: http://identifiers.org/reactome/R-RNO-6811522; Reactome Reaction: http://identifiers.org/reactome/R-SCE-6811522; Reactome Reaction: http://identifiers.org/reactome/R-SSC-6811522; Reactome Reaction: http://identifiers.org/reactome/R-TGU-6811522; Reactome Reaction: http://identifiers.org/reactome/R-XTR-6811522; KEGG Reaction: http://identifiers.org/kegg.reaction/R05803; SEED Reaction: http://identifiers.org/seed.reaction/rxn06977,R05803,2.7.1.149,12283
RE2974G,RE2974,RHEA: http://identifiers.org/rhea/13609; RHEA: http://identifiers.org/rhea/13610; RHEA: http://identifiers.org/rhea/13611; RHEA: http://identifiers.org/rhea/13612; EC Number: http://identifiers.org/ec-code/2.7.1.150; BioCyc: http://identifiers.org/biocyc/META:2.7.1.150-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102711; KEGG Reaction: http://identifiers.org/kegg.reaction/R05802; SEED Reaction: http://identifiers.org/seed.reaction/rxn06976,R05802,2.7.1.150,13612
RE2974R,RE2974,RHEA: http://identifiers.org/rhea/13609; RHEA: http://identifiers.org/rhea/13610; RHEA: http://identifiers.org/rhea/13611; RHEA: http://identifiers.org/rhea/13612; EC Number: http://identifiers.org/ec-code/2.7.1.150; BioCyc: http://identifiers.org/biocyc/META:2.7.1.150-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102711; KEGG Reaction: http://identifiers.org/kegg.reaction/R05802; SEED Reaction: http://identifiers.org/seed.reaction/rxn06976,R05802,2.7.1.150,13612
RE3013R,RE3013,EC Number: http://identifiers.org/ec-code/1.14.14.1; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103767; KEGG Reaction: http://identifiers.org/kegg.reaction/R03090; SEED Reaction: http://identifiers.org/seed.reaction/rxn02216,R03090,1.14.14.1,
RE3268R,RE3268,RHEA: http://identifiers.org/rhea/42376; RHEA: http://identifiers.org/rhea/42377; RHEA: http://identifiers.org/rhea/42378; RHEA: http://identifiers.org/rhea/42379; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103860,,,42379
RE3496N,RE3496,RHEA: http://identifiers.org/rhea/50452; RHEA: http://identifiers.org/rhea/50453; RHEA: http://identifiers.org/rhea/50454; RHEA: http://identifiers.org/rhea/50455; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103930,,,50455
RE3511C,RE3511,EC Number: http://identifiers.org/ec-code/2.1.1.16; EC Number: http://identifiers.org/ec-code/2.1.1.71; BioCyc: http://identifiers.org/biocyc/META:RXN4FS-2; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103938; KEGG Reaction: http://identifiers.org/kegg.reaction/R01320; SEED Reaction: http://identifiers.org/seed.reaction/rxn05970,R01320,2.1.1.71,
RE3511R,RE3511,EC Number: http://identifiers.org/ec-code/2.1.1.16; EC Number: http://identifiers.org/ec-code/2.1.1.71; BioCyc: http://identifiers.org/biocyc/META:RXN4FS-2; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103938; KEGG Reaction: http://identifiers.org/kegg.reaction/R01320; SEED Reaction: http://identifiers.org/seed.reaction/rxn05970,R01320,2.1.1.71,
RE3566C,RE3566,RHEA: http://identifiers.org/rhea/50540; RHEA: http://identifiers.org/rhea/50541; RHEA: http://identifiers.org/rhea/50542; RHEA: http://identifiers.org/rhea/50543; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR103969; Reactome Reaction: http://identifiers.org/reactome/R-HSA-2161666; KEGG Reaction: http://identifiers.org/kegg.reaction/R05056; SEED Reaction: http://identifiers.org/seed.reaction/rxn03428,R05056,,50543
SADTn,"Sulfate adenylyltransferase, nuclear",RHEA: http://identifiers.org/rhea/18133; RHEA: http://identifiers.org/rhea/18134; RHEA: http://identifiers.org/rhea/18135; RHEA: http://identifiers.org/rhea/18136; EC Number: http://identifiers.org/ec-code/2.7.7.4; BioCyc: http://identifiers.org/biocyc/META:SULFATE-ADENYLYLTRANS-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104240; Reactome Reaction: http://identifiers.org/reactome/R-ATH-174392; Reactome Reaction: http://identifiers.org/reactome/R-BTA-174392; Reactome Reaction: http://identifiers.org/reactome/R-CEL-174392; Reactome Reaction: http://identifiers.org/reactome/R-CFA-174392; Reactome Reaction: http://identifiers.org/reactome/R-DME-174392; Reactome Reaction: http://identifiers.org/reactome/R-DRE-174392; Reactome Reaction: http://identifiers.org/reactome/R-GGA-174392; Reactome Reaction: http://identifiers.org/reactome/R-HSA-174392; Reactome Reaction: http://identifiers.org/reactome/R-MMU-174392; Reactome Reaction: http://identifiers.org/reactome/R-MTU-936729; Reactome Reaction: http://identifiers.org/reactome/R-OSA-174392; Reactome Reaction: http://identifiers.org/reactome/R-RNO-174392; Reactome Reaction: http://identifiers.org/reactome/R-SCE-174392; Reactome Reaction: http://identifiers.org/reactome/R-SPO-174392; Reactome Reaction: http://identifiers.org/reactome/R-SSC-174392; Reactome Reaction: http://identifiers.org/reactome/R-TGU-174392; Reactome Reaction: http://identifiers.org/reactome/R-XTR-174392; KEGG Reaction: http://identifiers.org/kegg.reaction/R00529; SEED Reaction: http://identifiers.org/seed.reaction/rxn00379,R00529,2.7.7.4,18136
SELNPS_cho,Selenophosphate synthase,RHEA: http://identifiers.org/rhea/18737; RHEA: http://identifiers.org/rhea/18738; RHEA: http://identifiers.org/rhea/18739; RHEA: http://identifiers.org/rhea/18740; EC Number: http://identifiers.org/ec-code/2.7.9.3; BioCyc: http://identifiers.org/biocyc/META:2.7.9.3-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR104322; KEGG Reaction: http://identifiers.org/kegg.reaction/R03595; SEED Reaction: http://identifiers.org/seed.reaction/rxn02569,R03595,2.7.9.3,18740
